concept_id,en_abbrev,en_full,korean,domain,short,related
자율주행용-ic,Autonomous Driving IC,Integrated Circuit for Autonomous Driving,자율주행용 집적회로,미래차,"운전자 없이 자동차가 스스로 길을 찾고 달릴 수 있도록, 수많은 센서에서 들어오는 도로 정보를 실시간으로 계산하고 판단하는 자동차용 핵심 반도체 칩입니다. 차량의 인공지능 두뇌 역할을 합니다. 사고가 나지 않도록 아주 빠른 속도로 주변 장애물을 인지하고 브레이크와 핸들을 제어해야 하므로, 일반 가전용 반도체보다 높은 신뢰성과 계산 능력이 요구되는 핵심 부품입니다.",
자이로센서,,Gyro Sensor,자이로센서,우주,"사물이 어느 방향으로 얼마나 회전하고 있는지, 또는 얼마나 기울어졌는지 그 움직임과 각속도를 실시간으로 측정하는 정밀 감지기입니다. 물체의 평형감각을 담당하는 달팽이관 같은 역할을 합니다. 고속으로 이동하는 항공기나 위성 통신 안테나에 탑재되어, 기체가 심하게 흔들리거나 움직여도 안테나가 인공위성이 있는 방향을 정확하게 겨냥하고 놓치지 않도록 붙잡아 줍니다.",
장조장,,Long Length,장조장,에너지,"전선이나 케이블을 중간에 끊거나 연결하는 이음새 없이, 하나의 긴 가닥으로 길게 뽑아내어 제조한 특성을 이르는 말입니다. 케이블은 중간에 연결 부위가 있으면 그 틈으로 전력이 새거나 고장이 날 확률이 높아집니다. 따라서 바다 한가운데 세워진 해상 풍력 발전소에서 육지까지 수십 킬로미터의 깊은 바닷속으로 대용량 전기를 안전하게 보낼 때 이러한 끊김 없는 긴 해저케이블 기술이 필수적입니다.",
재중합,,Repolymerization,재중합,환경,"잘게 쪼개진 화학 물질의 기본 단위 조각들을 마치 레고 블록을 다시 길게 조립하듯 서로 단단히 엮어서, 쓸모 있는 새 플라스틱이나 섬유 분자 구조로 다시 만들어내는 공정입니다. 환경 리사이클 분야에서는 버려진 폐섬유나 옷가지를 완전히 화학적으로 녹여 불순물을 걸러낸 순수한 원료 상태에서, 이 과정을 거쳐 처음 새 옷과 똑같은 품질의 친환경 자원순환 섬유 소재를 뽑아냅니다.",
재협착률,,Restenosis Rate,재협착률,바이오,"좁아진 혈관을 넓히기 위해 금속 그물망 같은 관인 스텐트를 심는 시술을 한 후, 시간이 지나 그 혈관이 다시 좁아지거나 막히는 환자의 비율을 뜻합니다. 의학계에서는 이 비율이 낮을수록 시술의 성공도가 높다고 평가합니다. 몸속에서 부드럽게 녹아 없어지는 생분해성 소재로 스텐트를 만들면 상처나 혈전증을 줄여주어, 시술 후 혈관이 다시 막히는 이 부정적인 비율을 최소화할 수 있습니다.",
저가-분리판,,Low-cost Bipolar Plate,저가 분리판,배터리,"배터리 내부에서 하나의 셀과 다른 셀을 분리하면서도, 전류가 흐를 수 있도록 통로 역할을 해주는 판 모양의 부품을 제조 비용을 대폭 낮추어 만든 것입니다. 배터리의 덩치를 키울 때 가격 부담을 줄여주는 부품입니다. 리튬 대신 흔하고 저렴한 원료를 쓰는 차세대 대용량 에너지 저장 장치에 이 부품을 적용하면 전체적인 제작 단가를 크게 떨어뜨려 경제성을 확보할 수 있습니다.",
저손실-특성,Ultra Low Loss,Ultra Low Loss,저손실 특성,반도체,"반도체 회로나 부품 내부에서 고속으로 신호가 오고 갈 때, 도중에 전기 신호가 깎이거나 열로 변해 사라지는 낭비가 극도로 적은 성질을 말합니다. 고속도로에서 차가 밀리지 않고 시원하게 달리는 것과 같습니다. 방대한 양의 데이터를 실시간으로 계산해야 하는 인공지능 컴퓨터용 기판 소재를 만들 때, 신호 왜곡을 막고 전기를 아끼기 위해 이 성질을 만족하는 신소재가 필수적으로 쓰입니다.",
저온폴리실리콘,LTPS,Low Temperature Poly Silicon,저온폴리실리콘,디스플레이,"유리 기판의 변형을 막기 위해 비교적 낮은 온도에서 비정질 실리콘을 레이저로 변형시켜 결정화한 고성능 실리콘 소재입니다. 전자의 이동속도가 빨라 미세하고 얇은 회로를 만들 수 있으며 화면의 반응 속도를 크게 높여줍니다. 스마트폰, TV, 고화질 고기능 능동형 유기발광다이오드 패널의 구동 기판 회로를 형성하는 데 활용됩니다.",전자이동도;amoled
저온폴리실리콘산화물,LTPO,Low-Temperature Polycrystalline Oxide,저온폴리실리콘산화물,디스플레이,"화면의 주사율을 상황에 따라 유연하게 바꾸어 스마트폰의 배터리 소모를 획기적으로 줄여주는 차세대 화면 스위치 기판 기술입니다. 정지된 화면을 볼 때는 전류를 아주 천천히 흘려 전기를 아끼고, 움직임이 빠른 화면에서는 빠르게 작동합니다. 고급 스마트폰 화면이나 스마트워치처럼 전력 효율이 매우 중요하고 항상 켜져 있는 디스플레이 패널 제조의 핵심 공정입니다.",
저위발열량,LHV,Lower Heating Value,저위발열량,수소,"연료가 탈 때 발생하는 전체 열량 중에서, 수분이 증기로 변하면서 흡수하는 열을 제외하고 실제로 우리가 순수하게 난방이나 동력으로 가져다 쓸 수 있는 진짜 열량을 뜻합니다. 연료의 실속 있는 알짜배기 에너지 값입니다. 수소차용 연료전지 시스템의 성능을 평가할 때, 수소가 가진 이 진짜 열량 대비 전기에너지를 얼마나 효율적으로 뽑아냈는지 계산하는 중요한 기준으로 쓰입니다.",
저전력-초경량-네트워크-기술,LPWA,Low Power Wide Area,저전력 초경량 네트워크 기술,IoT,"스마트폰처럼 많은 양의 데이터를 보내지는 않지만, 아주 적은 양의 전력만으로도 먼 거리까지 신호를 안정적으로 주고받을 수 있게 만든 사물인터넷 전용 통신 기술입니다. 배터리 하나로 수년간 작동이 가능합니다. 도시 곳곳에 설치된 스마트 가스 계량기나 가로등, 물류 위치 추적기처럼 넓은 지역에 퍼져 있는 대량의 기기들을 하나의 네트워크로 연결할 때 유용하게 쓰입니다.",
저철손,,Low Core Loss / Low Iron Loss,저철손,소재,"모터나 발전기 같은 전기 장치 내부의 철심에서 자기장이 수시로 바뀔 때, 철 내부의 저항 때문에 에너지가 엉뚱하게 열로 변해 손실되는 현상이 극도로 적은 우수한 성질을 말합니다. 이 값이 작을수록 전기가 다른 열로 새지 않아 기계의 효율이 좋아집니다. 친환경 전기차 모터에 들어가는 특수 철판을 만들 때, 모터의 힘을 키우고 전기 낭비를 막기 위해 반드시 확보해야 하는 특성입니다.",전기강판
저표면에너지,,Low Surface Energy,저표면에너지,소재,"액체나 물질의 표면이 서로 끌어당기는 힘이 극도로 약해서, 다른 물질의 표면에 닿았을 때 물방울처럼 뭉치지 않고 아주 얇고 매끄럽게 넓은 면적으로 쫙 퍼져나가는 성질을 말합니다. 프라이팬 코팅면에 물이 맺히지 않고 미끄러지는 원리와 유사합니다. 아주 정밀한 미세 회로를 그리는 전자 부품 제조 공정에서 액체 상태의 화학 약품이 빈틈없이 골고루 잘 스며들도록 돕는 역할을 합니다.",
적층세라믹컨덴서,MLCC,Multi-Layer Ceramic Capacitor,적층세라믹콘덴서,전자,"전자제품 내부 회로에서 전기를 보관했다가, 반도체가 필요로 할 때마다 전기를 댐처럼 안정적으로 일정하게 공급해 주는 아주 작은 쌀알 크기의 부품입니다. 전류의 노이즈를 걸러주는 댐 역할을 합니다. 스마트폰 하나에 수천 개가 들어갈 만큼 흔하며, 고성능 컴퓨터나 전기차처럼 전류의 안정성과 부품의 신뢰성이 극도로 요구되는 첨단 전자 회로 기판의 필수 구성품입니다.",
적하역,,Loading and Unloading,적하역,조선,"선박이나 화물차에 짐을 싣는 과정인 '적재'와, 목적지에 도착해 배에서 다시 짐을 내리는 과정인 '하역'을 아울러 부르는 말입니다. 조선 및 해운 산업의 핵심 하역 작업입니다. 기체 수소를 영하 253도 이하로 얼린 액화수소 운반선의 경우, 아주 작은 온도 변화에도 화물이 기체로 날아갈 수 있어 극저온을 유지하면서 안전하게 수소를 싣고 내리는 특수 화물창과 파이프 통제 기술이 중요합니다.",
전구체,,Precursor,전구체,반도체,"반도체 기판 위에 매우 얇고 고른 막을 형성하는 증착 공정에서 사용되는 핵심 화학 원료 물질입니다. 가스 상태로 원자로 내에 주입되어 기판 표면의 다른 물질과 화학 반응을 일으켜 원하는 박막을 쌓게 하며, 반도체의 절연 특성이나 전도 특성을 좌우하는 중요한 화합물 소재입니다.",증착;식각;ald
전구체-2,,Precursor,전구체,소재,"화학 반응을 통해 최종 목표 물질을 만들기 바로 전 단계에 해당하는 중간 상태의 화합물을 뜻합니다. 어떤 요리의 완성 직전 기본 양념 베이스와 같습니다. 이차전지 분야에서는 배터리의 용량과 성능을 지배하는 양극재를 만들기 위해 니켈, 코발트, 망간 등의 금속 원료를 일정한 비율로 섞어 만든 알갱이를 뜻하며, 여기에 리튬을 더해 최종 배터리 양극재를 완성하게 됩니다.",
전극,,Electrode,전극,배터리,"배터리나 흐름전지 내부에서 전류가 드나드는 통로 역할을 하는 전도성 유도체입니다. 전기를 만들어내거나 저장할 때 화학 반응이 직접 일어나는 양극과 음극으로 나뉘며, 에너지를 담아두는 효율과 배터리의 전체적인 용량 및 수명을 결정짓는 가장 핵심적인 구조적 요소 중 하나입니다.",
전극-2,,Electrode,전극,디스플레이,"전선이나 회로 사이에서 전기가 흘러 들어오거나 나갈 수 있도록 만들어진 금속 성분의 통로이자 단자입니다. 전류가 지나다니는 관문 역할을 합니다. 디스플레이 화면 공정에서는 초소형 마이크로LED 칩들을 기판 위 회로에 물리적으로 이어 붙여 고정하는 동시에, 각각의 미세한 화소에 전기에너지를 정확하게 전달하여 화면에 빛이 들어오게 만드는 연결 다리로 쓰입니다.",전극-3
전극-3,,Electrode,전극,이차전지,"배터리 내부에서 화학적 에너지를 전기에너지로 바꾸어 꺼내거나, 반대로 전기를 채워 넣을 수 있도록 유도하는 양극판과 음극판을 통틀어 이르는 말입니다. 배터리의 충전과 방전이 일어나는 핵심 무대입니다. 미래형 고체 배터리 등 차세대 리튬 이차전지의 용량을 획기적으로 향상시키고 한 번 충전으로 오래 달리게 만들기 위해, 이 단자판의 소재를 새로 개발하는 연구가 중요합니다.",전극-2
전극봉,,Electrode Rod,전극봉,에너지,"강력한 전류를 흘려보내 스파크를 일으키거나 고온의 열을 발생시킬 때 사용하는 막대 모양의 도체 부품입니다. 번개를 안전하게 유도하는 유도봉과 원리가 비슷합니다. 석유 정제 과정에서 나온 부산물 등을 2800도 이상의 초고온 가마에서 구워 만든 인조흑연 성분의 전극 막대가 대표적이며, 고철을 뜨겁게 녹여 다시 새 철강을 만드는 전기로 제철 공정의 핵심 소모성 부품으로 쓰입니다.",
전기강판,,Electrical Steel,전기강판,소재,철에 소량의 규소를 섞어서 전자기적 성질을 획기적으로 개선한 특수 철강 제품입니다. 일반 철판에 비해 자석의 힘이 잘 통하고 내부에서 전기가 엉뚱한 열로 새어 나가는 에너지 손실이 매우 적은 장점이 있습니다. 변전소의 거대한 변압기 내부 철심이나 친환경 전기자동차의 바퀴를 돌리는 고효율 구동 모터 내부에 얇은 판 형태로 겹겹이 쌓여 필수적인 자력 뼈대로 쓰입니다.,저철손
전기동력-자동차,xEV,Electric Vehicle,전기동력 자동차,미래차,"화석연료를 태우는 엔진 대신 전기에너지를 동력원으로 삼아 모터로 움직이는 친환경 자동차입니다. 순수 전기차 외에도 하이브리드차, 플러그인 하이브리드차, 수소전기차 등을 모두 아우르는 개념입니다. 기후변화 대응을 위한 탄소중립의 핵심 수단이며, 한 번 충전으로 더 멀리 가고 빠르게 충전할 수 있도록 배터리 팩의 에너지를 높이는 기술 개발이 활발합니다.",
전기로,,Electric Arc Furnace,전기로,소재,석탄 대신 전기를 공급하여 발생한 강력한 아크 열로 철스크랩이나 원료를 녹여 강철을 생산하는 제강 가마 장치입니다. 유연탄을 사용하는 고로 방식에 비해 이산화탄소 배출량을 크게 줄일 수 있어 친환경 철강 생산의 중심으로 꼽힙니다. 인공지능 영상 분석을 통해 고품질의 고철을 선별하고 저탄소 원료를 투입하여 철강을 제조하는 공정에 쓰입니다.,
전기용융로,,Electric Melting Furnace,전기용융로,소재,"화석연료를 태우는 대신 전기에너지를 사용해 높은 열을 발생시켜 철광석이나 금속 원료를 녹이는 친환경 가마 시설입니다. 철강 산업에서 발생하는 탄소를 줄이기 위한 핵심 장비입니다. 석탄 없이 수소로만 철광석을 녹여 낸 뒤 이 용융로에 넣어 쇳물을 생산하면, 기존 고로 공법과 달리 이산화탄소를 배출하지 않고도 깨끗한 철을 만들 수 있습니다.",
전기저항,,Electrical Resistance,전기저항,에너지,전류가 물체를 통과할 때 전자의 흐름을 방해하여 전기에너지를 열에너지로 바뀌게 만드는 물리적 성질입니다. 가전제품인 전기장판이나 토스터가 따뜻해지는 원리와 같습니다. 에너지 산업에서는 석유화학 공장의 핵심인 나트륨 분해 공정에서 화석연료 불꽃 대신 이 저항으로 발생한 깨끗한 전기 열원을 활용하여 에틸렌 등을 생산하는 친환경 기술에 쓰입니다.,전기저항가열
전기저항가열,,Ohmic Heating,전기저항가열,바이오,"식품이나 액체 내부에 직접 전류를 흘려보내, 식품 자체가 가진 전기저항에 의해 안쪽에서부터 열이 스스로 빠르게 발생하도록 만드는 첨단 가열 기술입니다. 외부에서 열을 가해 안으로 전달하는 방식보다 음식을 빠르고 고르게 데울 수 있습니다. 열에 의한 영양소 파괴를 최소화하면서 살균 효과를 높일 수 있어 고품질 식품이나 바이오 의약품의 전처리 공정에 쓰입니다.",전기저항
전단강도,,Shear Strength,전단강도,소재,"물체에 가위로 자르는 듯한 비스듬한 힘이나 미끄러지는 힘이 주어졌을 때, 물질이 부러지거나 찢어지지 않고 버텨내는 최대의 버팀 능력을 뜻합니다. 두 재료를 접착제로 붙였을 때 옆으로 밀리는 힘을 얼마나 잘 견디는지 측정하는 지표입니다. 자동차나 항공기처럼 고속으로 달리며 강한 뒤틀림과 쏠림을 견뎌야 하는 구조용 에폭시 접착 소재의 안전성을 평가할 때 중요합니다.",
전도-세라믹,,Conducting Ceramic,전도 세라믹,소재,"일반적으로 전기가 통하지 않는 도자기 재질의 세라믹과 달리, 특수 가공을 통해 이온이나 전자가 내부를 통과해 흐를 수 있도록 만든 첨단 세라믹 소재입니다. 고온에서도 성질이 변하지 않고 단단하게 견디는 장점이 있습니다. 도시가스나 천연가스를 활용해 친환경 전기를 뽑아내는 고체산화물 연료전지 내부에서 이온을 이동시켜 주는 핵심 부품으로 활용됩니다.",
전력계통,,Electrical Power System,전력계통,에너지,"발전소에서 생산한 전기를 가정이나 공장까지 안전하게 보내기 위해 유기적으로 얽혀 있는 발전, 송전, 배전 설비와 전력망 전체를 뜻하는 거대한 시스템입니다. 우리 몸의 혈관망과 유사합니다. 태양광이나 풍력 같은 재생에너지를 저장장치에 담아두었다가 이 거대한 전력망으로 안전하게 흘려보내기 위해서는 서로 전기의 특성을 정밀하게 맞춰주는 장치가 필요합니다.",전력관리시스템;전력변환장치
전력관리시스템,PMS,Power Management System,전력관리시스템,에너지,"공장이나 에너지 시설 내에서 전기가 어디로 얼마나 흐르는지 실시간으로 감시하고, 에너지를 가장 효율적으로 사용하도록 전력의 흐름을 지능적으로 통제하는 소프트웨어 시스템입니다. 전력망의 총지휘자 역할을 합니다. 신재생에너지나 대형 저장장치의 잔량을 확인하여 전력이 부족할 때는 공급하고 남을 때는 저장하도록 명령하여 정전 사고를 막고 전력 낭비를 예방합니다.",전력계통;전력변환장치
전력반도체,,Power Semiconductor,전력반도체,반도체,"전기제품이나 자동차 내부에서 전기의 형태를 바꾸거나 전류를 켜고 끄는 스위치 역할을 하며 높은 전압과 큰 전류를 제어하는 특수 반도체입니다. 스마트폰의 두뇌가 연산을 한다면 이 칩은 힘을 쓰는 근육 역할을 합니다. 전기차의 고전압 배터리 에너지를 효율적으로 모터에 전달하거나 가전제품의 전력 손실을 줄여주는 장치로, 에너지 효율을 극대화하는 데 필수적입니다.",
전력변환장치,PCS,Power Conversion System,전력변환장치,에너지,"배터리에 담긴 전기를 가정용 전력망에 쓸 수 있는 형태로 바꾸거나, 반대로 외부 전기를 배터리에 맞게 변환하여 양방향으로 전기를 주고받을 수 있게 돕는 하드웨어 장치입니다. 전기의 규격을 맞춰주는 번역기 역할을 합니다. 대형 대용량 에너지 저장 장치가 거대한 전력망과 문제없이 연결되어 안정적으로 전력을 충전하고 방전할 수 있도록 조율해 주는 필수 장비입니다.",전력계통;전력관리시스템
전로-공정,,Converter Process,전로 공정,소재,용광로에서 갓 뽑아낸 쇳물 속에 들어있는 탄소나 불순물을 거대한 그릇 모양의 가마에 넣고 산소를 불어넣어 깨끗하게 태워버리는 제강 단계입니다. 무른 쇳물을 단단하고 질긴 고품질의 철강재로 다듬는 작업입니다. 최근 탄소 배출을 줄이기 위해 이 가마 공정 단계에서 버려진 고철 스크랩을 대량으로 가득 넣고 함께 녹여 새로운 철을 만드는 친환경 가공 기술이 중요하게 평가받고 있습니다.,
전소,,Mono-firing / Pure Combustion,전소,에너지,"다른 연료를 일절 섞지 않고, 오직 목표로 한 종류의 연료만을 100% 사용하여 불을 붙여 태우는 연소 방식을 말합니다. 기존 화석연료에 친환경 가스를 일부 섞어 태우는 과도기적 방식을 넘어 완전히 무탄소 연료만 쓰는 최종 단계입니다. 수소 연료만을 완전히 연소시키는 산업용 수소 보일러를 구현하면 가동 중에 이산화탄소를 전혀 배출하지 않는 깨끗한 열에너지를 얻을 수 있습니다.",
전열관,,Heat Transfer Tube,전열관,원자력,"원자로 중심에서 핵분열로 발생한 뜨거운 열을 받아 겉면을 흐르는 물로 전달해 증기를 만들어내는 얇고 기다란 금속 파이프입니다. 원전의 열교환을 담당하는 혈관 역할을 합니다. 높은 압력과 뜨거운 온도, 방사선을 오랜 시간 견뎌야 하므로 틈새나 미세한 균열이 없도록 정밀하게 구부리고 가공해야 합니다. 최근 개발되는 소형 모듈 원자로 내부의 핵심 안전 부품입니다.",
전열저항,,Thermal Resistance,전열저항,에너지,"열이 물질을 통과해 이동할 때, 그 흐름을 방해하고 가로막는 장애물 같은 성질이나 저항의 크기를 뜻합니다. 겨울철 보온 단열재는 이 저항이 높아야 좋습니다. 반대로 땅속 깊은 곳의 온천 열을 지상으로 끌어올려 전기를 만드는 지열 발전에서는 이 저항을 최대한 낮추어야 땅의 열이 새지 않고 지상까지 빠르게 전달되므로, 우수한 전열 재료를 파이프 주변에 채워 넣는 기술이 쓰입니다.",
전자-정공수송층,,Electron / Hole Transport Layer,전자·정공수송층,에너지,"태양전지 내부에서 빛을 받아 만들어진 전기 알갱이인 '전자'와 전자가 빠져나간 빈자리인 '정공'을 각각 플러스와 마이너스 전극으로 길을 잃지 않게 안전하게 안내하는 얇은 물질 막입니다. 전기의 통로 유도선 역할을 합니다. 차세대 탠덤 태양전지를 대면적으로 만들 때, 이 막이 고르고 균일해야 전류가 중간에 사라지지 않아 전지 전체의 빛 발전 효율과 수명이 향상됩니다.",
전자기파,,Electromagnetic Wave,전자기파,에너지,"공간을 통해 퍼져나가는 주기적인 전기와 자기의 주기적인 진동으로, 우리가 흔히 아는 빛이나 라디오 방송 주파수, 와이파이 신호 등이 모두 여기에 속합니다. 미래차 분야에서는 전기차 배터리를 유선 케이블 없이 충전하는 무선 전력 전송의 수단으로 응용됩니다. 접촉 단자나 전선 없이 공기 중으로 에너지를 멀리 쏘아 보내 높은 효율로 배터리를 고속 충전하는 첨단 기술에 쓰입니다.",
전자빔-용접,EBW,Electron Beam Welding,전자빔 용접,원자력,"진공 통 안에서 전자를 아주 빠른 속도로 가속하여 만들어진 강력한 광선 다발을 금속 접합 부위에 정밀하게 쏘아, 순간적인 높은 열로 두 금속을 단단히 붙이는 하이테크 용접 공법입니다. 일반 용접 불꽃보다 폭이 아주 좁고 깊게 파고들어 두꺼운 금속판도 변형 없이 깨끗하게 이어 붙일 수 있습니다. 높은 안전성과 정밀도가 요구되는 원자로의 대형 기기나 핵심 부품 가공에 쓰입니다.",
전자이동도,,Electron Mobility,전자이동도,디스플레이,전기장이 가해졌을 때 반도체나 도체 내부에서 전자가 얼마나 빠르고 자유롭게 움직일 수 있는지를 나타내는 물리적 지표입니다. 이 값이 높을수록 디스플레이 백플레인 회로가 더 빠르게 신호를 전달할 수 있어 고속 구동과 고화질 구현이 가능합니다. 고성능 박막 트랜지스터 형성 공정과 패널 제조용 증착 소재의 성능 규격에 적용됩니다.,저온폴리실리콘
전해액,,Electrolyte Solution,전해액,이차전지,"배터리 내부의 양극과 음극 사이에서 리튬 이온이 부드럽게 오고 갈 수 있도록 채워진 액체 상태의 매개 물질입니다. 이온들이 헤엄쳐 다닐 수 있는 수영장 물과 같은 역할을 합니다. 배터리가 얼어붙는 추운 겨울철에도 얼지 않고 제 성능을 내게 돕거나, 오랜 시간 충전을 반복해도 배터리가 쉽게 노화되지 않고 화재 위험 없이 안전하도록 만드는 핵심 화학 원료 기술입니다.",전해질
전해조,,Electrolyzer,전해조,환경,액체에 전기를 통하게 하여 화학 성분을 분해하는 전기분해 반응이 실제로 일어나는 거대한 수조 통 장치입니다. 환경 자원순환 분야에서는 배터리 공장 등에서 나온 염분이 가득한 고농도의 폐수를 이 수조에 넣고 전기를 흘려보냅니다. 화학적 정화 과정을 거쳐 쓸모없는 오염수를 다시 산업용 청정 원료 물질로 분리하고 회수해 내는 친환경 자원 재활용 시스템의 핵심 장비입니다.,
전해질,,Electrolyte,전해질,배터리,"배터리 안에서 이온 알갱이들이 양극과 음극을 자유롭게 이동하며 전기를 축적하거나 쓸 수 있도록 돕는 매개 물질을 뜻합니다. 전지의 형태에 따라 액체나 고체, 젤 형태로 존재합니다. 차세대 대용량 배터리나 나트륨 배터리를 설계할 때, 전지 내부의 전기 화학 반응이 원활하게 일어나도록 도와 충전 효율을 높이고 누전이나 화재 위험을 예방하는 핵심 소재입니다.",전해액
전환,,Conversion,전환,소재,"추출한 금속 원료의 화학적 성질이나 분자 구조를 바꾸어, 후속 공정이나 최종 제품에 사용할 수 있는 적합한 형태의 새로운 화합물 상태로 탈바꿈시키는 공정입니다. 배터리 소재 산업에서는 광산이나 폐기물에서 걸러낸 금속 이온 용액의 형태를 가공하여, 순도 99% 이상의 고순도 배터리 양극재용 금속 분말로 규격을 완전히 바꾸어 완성도를 높이는 중간 제조 기술입니다.",정련
정련,,Refining,정련,소재,"광석이나 원료 금속 내부에 섞여 있는 불순물들을 물리적, 화학적 방법으로 깨끗하게 걸러내어 원하는 금속의 순도를 극대화하는 정제 작업입니다. 흙탕물에서 맑은 물만 골라내는 정수 과정과 같습니다. 배터리 제조 분야에서는 원료가 되는 금속 이온 속 미세 불순물을 완벽하게 제거하여 불량률을 없애고 순도 99% 이상의 깨끗한 양극재용 필수 핵심 금속 화합물을 확보하는 데 쓰입니다.",전환
정밀도-c3,C3 Grade,Accuracy Grade C3,정밀도 C3,부품,"기계 부품의 미세한 오차 범위를 나타내는 정밀 등급 중 하나로, 부품이 움직일 때 생기는 오차가 수 마이크로미터(1000분의 1밀리미터) 이내로 통제되는 매우 정교한 고급 정밀 규격입니다. 모터의 회전을 부드러운 직선 운동으로 바꾸는 볼스크류 부품 등에 적용됩니다. 오차가 거의 없이 머리카락 굵기의 수십분의 일 수준으로 정확하게 위치를 이동시켜야 하는 공장 자동화 장비 제조에 쓰입니다.",
정밀도-p5,P5 Grade,Tolerance Class P5,정밀도 P5,부품,"회전하는 기계 부품인 베어링의 흔들림이나 정밀함의 수준을 나타내는 국제 표준 등급으로, 일반 등급보다 훨씬 깐깐하게 오차를 줄인 고정밀 규격입니다. 부품이 고속으로 팽팽 돌 때 중심축이 삐뚤어지지 않게 잡아주는 척도입니다. 아주 무거운 하중을 견디거나 엄청나게 빠른 속도로 회전하는 첨단 공작기계 내부의 볼베어링에 적용되어 기계의 미세한 진동을 막아주는 역할을 합니다.",
정수압,,Hydrostatic Pressure,정수압,장비,밀폐된 공간 안에서 액체나 기체 같은 유체를 통해 물체의 모든 표면에 치우침 없이 사방에서 완전히 동일한 크기로 균일하게 가해지는 압력을 말합니다. 깊은 물속에서 몸 전체가 골고루 누르는 수압을 받는 것과 같습니다. 금속 분말을 뭉쳐 단단한 첨단 부품을 만드는 대형 프레스 장비에서 재료의 겉과 속을 빈틈없이 꽉 눌러 밀도를 빽빽하고 균일하게 다질 때 이 압력 조건이 쓰입니다.,
제어봉집합체,,Control Rod Assembly,제어봉집합체,원자력,"원자로 내부에서 핵분열 반응을 일으키는 중성자를 빨아들이는 특수 원소 막대들을 하나로 묶어 놓은 부품입니다. 원전의 속도를 조절하는 브레이크 페달 역할을 합니다. 원자로가 너무 과열되거나 비상 상황이 생겼을 때 이 막대 묶음을 노심 깊숙이 집어넣으면 중성자가 흡수되면서 핵분열 반응이 멈추게 되므로, 원전의 안전을 책임지는 가장 중요한 핵심 제어 장치입니다.",
제염,,Decontamination,제염,원자력,"수명이 다한 원자력 발전소를 안전하게 해체하기 전에, 발전소 내부 기기나 구조물 표면에 묻어있는 방사능 오염 물질을 물리적, 화학적 방법으로 깨끗하게 닦아내거나 분리해 제거하는 세척 작업입니다. 작업자의 방사선 피폭 위험을 줄이고 해체 후 나오는 폐기물의 부피를 획기적으로 줄여 안전하게 처리하기 위해 원전 후행 주기 공정에서 가장 먼저 거쳐야 하는 필수 기술입니다.",준위
제제변형,,Formulation Modification,제제변형,바이오,"의약품의 핵심 성분은 그대로 유지하면서, 환자가 약을 더 편하게 먹거나 주사를 맞을 수 있도록 약의 형태, 보관 온도, 또는 몸속에서 약물이 퍼지는 속도 등 겉포장 기술을 바꾸는 제제 기술입니다. 주사제를 알약으로 바꾸거나, 일주일에 한 번 맞던 주사를 한 달에 한 번만 맞아도 되게 개량하는 방식으로 의약품의 안정성과 지속성을 높인 우수한 개량신약을 만들 때 쓰입니다.",중합체-부과
조명광-파면,,Illumination Wavefront,조명광 파면,콘텐츠,"빛이나 전등에서 뿜어져 나온 조명 불빛의 파도가 나아갈 때, 같은 높이를 가진 파도의 가장자리를 연결하여 눈에 보이지 않는 선이나 면 형태로 나타낸 형상입니다. 빛의 파동이 가진 입체적 지도라 볼 수 있습니다. 3차원 입체 정보를 완벽하게 담아내는 디지털 홀로그램 콘텐츠를 제작할 때, 이 파면의 간섭무늬 패턴을 컴퓨터로 계산하고 구현해 내는 것이 핵심 기술입니다.",
조성,,Composition,조성,배터리,"어떤 하나의 물질이나 제품을 만들기 위해 여러 가지 성분이나 재료들을 일정한 비율로 조합하고 채워 넣은 성분 구성 비율을 말합니다. 요리책에 적힌 양념들의 배합 레시피와 유사합니다. 유연하게 휘어지는 웨어러블 기기용 차세대 배터리를 설계할 때, 전극을 구성하는 화학 물질들의 배합 구성을 정밀하게 조절하여 부러지지 않고 전기를 잘 저장하도록 만드는 뼈대 설계에 쓰입니다.",조성-2
조성-2,,Composition,조성,소재,"금속 합금이나 도금판 같은 가공 소재를 개발할 때, 성질을 개선하기 위해 들어가는 다양한 원소들의 종류와 고유한 결합 배합 비율을 뜻합니다. 금속의 체질을 바꾸는 레시피라 할 수 있습니다. 녹이 슬지 않고 고온에서도 모양이 뒤틀리지 않는 자동차용 특수 알루미늄 도금 강판을 만들 때, 최적의 원소 조합을 찾아내어 철판의 내식성과 강도를 극대화하는 기초 기술로 활용됩니다.",조성
종양-표지자,,Tumor Marker,종양 표지자,바이오,"몸속에 암세포가 생겨나 자라기 시작할 때, 암세포 자체나 암에 반응한 정상 세포가 혈액 속으로 뿜어내는 특수한 단백질이나 화학 물질입니다. 암이 보내는 보이지 않는 신호등 역할을 합니다. 병원에서 채취한 환자의 혈액 속에서 이 특정 물질의 농도가 평소보다 얼마나 높게 측정되는지 정밀 검사 기기와 시약으로 확인하여, 환자의 암 발생 여부를 간편하고 빠르게 진단해 냅니다.",
